#ID = transcript_cluster_id
#RANGE_STRAND = strand  (+|-)
#RANGE_START = start  (integer). Coordinates are standard 1-based (length=stop-start+1).
#RANGE_END = 
#total_probes = Total number of probes contained by this transcript cluster.
#GB_ACC = GenBank and RefSeq Accessions from mrna_assignment column
#SPOT_ID = genomic location of the transcript cluster in the version of the genome assembly used at annotation time. Coordinates are standard 1-based (length=stop-start+1).
#RANGE_GB = NCBI RefSeq for chromosome of current build
ID	RANGE_STRAND	RANGE_START	RANGE_END	total_probes	GB_ACC	SPOT_ID	RANGE_GB
16707221	+	91461367	91534700	29	NM_016195	chr10:91461367-91534700	NC_000010.10
16707260	+	91589250	91600618	20	NR_038382	chr10:91589250-91600618	NC_000010.10
16707265	+	91613273	91674712	15		chr10:91613273-91674712	NC_000010.10
16707272	+	91923670	91965545	18		chr10:91923670-91965545	NC_000010.10
16707274	+	92213926	92290873	22		chr10:92213926-92290873	NC_000010.10
16707283	+	92222474	92227709	23		chr10:92222474-92227709	NC_000010.10
16707287	+	92618127	92621421	24		chr10:92618127-92621421	NC_000010.10
16707291	+	92631473	92668312	30	NM_001104546	chr10:92631473-92668312	NC_000010.10
16707312	+	92741635	92750450	21		chr10:92741635-92750450	NC_000010.10
16707316	+	92754377	92766147	14		chr10:92754377-92766147	NC_000010.10
16707319	+	92806923	92821916	25		chr10:92806923-92821916	NC_000010.10
16707323	+	92862925	92872371	20		chr10:92862925-92872371	NC_000010.10
16707327	+	92979908	93044088	21	NM_001256549	chr10:92979908-93044088	NC_000010.10
16707343	+	93170096	93274586	35	NM_182765	chr10:93170096-93274586	NC_000010.10
16707374	+	93335036	93340512	24		chr10:93335036-93340512	NC_000010.10
16707376	+	93542607	93557593	13		chr10:93542607-93557593	NC_000010.10
16707379	+	93558069	93625232	16		chr10:93558069-93625232	NC_000010.10
16707409	+	93683736	93790082	38		chr10:93683736-93790082	NC_000010.10
16707452	+	93835999	93836122	13		chr10:93835999-93836122	NC_000010.10
16707454	+	94050920	94113721	23	NM_017824	chr10:94050920-94113721	NC_000010.10
16707466	+	94094220	94094321	10		chr10:94094220-94094321	NC_000010.10
16707468	+	94352825	94415152	37	NM_004523	chr10:94352825-94415152	NC_000010.10
16707493	+	94447945	94455408	20	NM_002729	chr10:94447945-94455408	NC_000010.10
16707503	+	94590935	94819251	22	NM_001013848	chr10:94590935-94819251	NC_000010.10
16707534	+	94821021	94828454	22		chr10:94821021-94828454	NC_000010.10
16707541	+	94833232	94837647	23		chr10:94833232-94837647	NC_000010.10
16707551	+	95256369	95288849	27	NM_018131	chr10:95256369-95288849	NC_000010.10
16707567	+	95326422	95349829	19	NM_181745	chr10:95326422-95349829	NC_000010.10
16707574	+	95368343	95368456	8		chr10:95368343-95368456	NC_000010.10
16707576	+	95372345	95425767	33		chr10:95372345-95425767	NC_000010.10
16707601	+	95517566	95557916	20		chr10:95517566-95557916	NC_000010.10
16707616	+	95653730	95715819	28		chr10:95653730-95715819	NC_000010.10
16707628	+	95748253	95753461	17		chr10:95748253-95753461	NC_000010.10
16707631	+	95753746	96088149	32		chr10:95753746-96088149	NC_000010.10
16707670	+	95868873	95880864	20		chr10:95868873-95880864	NC_000010.10
16707673	+	96162186	96296089	33		chr10:96162186-96296089	NC_000010.10
16707695	+	96305547	96373662	27		chr10:96305547-96373662	NC_000010.10
16707729	+	96442710	96495947	15		chr10:96442710-96495947	NC_000010.10
16707744	+	96522381	96613017	11		chr10:96522381-96613017	NC_000010.10
16707757	+	96698415	96749447	9		chr10:96698415-96749447	NC_000010.10
16707773	+	96953957	96988686	24	NM_207321	chr10:96953957-96988686	NC_000010.10
16707789	+	97051412	97052039	10		chr10:97051412-97052039	NC_000010.10
16707791	+	97454774	97637023	23	NM_001164178	chr10:97454774-97637023	NC_000010.10
16707824	+	97667665	97793507	22		chr10:97667665-97793507	NC_000010.10
16707836	+	97709744	97792441	40	NM_001159747	chr10:97709744-97792441	NC_000010.10
16707872	+	97803151	97820627	23	NM_001134375	chr10:97803151-97820627	NC_000010.10
16707882	+	97872504	97872608	8		chr10:97872504-97872608	NC_000010.10
16707884	+	97889472	97923517	19	NM_014803	chr10:97889472-97923517	NC_000010.10
16707902	+	98053537	98066452	25		chr10:98053537-98066452	NC_000010.10
16707907	+	98064085	98098321	24		chr10:98064085-98098321	NC_000010.10
16707921	+	98379133	98379240	9		chr10:98379133-98379240	NC_000010.10
16707923	+	98400828	98400918	10		chr10:98400828-98400918	NC_000010.10
16707925	+	98502924	98503030	10		chr10:98502924-98503030	NC_000010.10
16707927	+	98510023	98510680	25		chr10:98510023-98510680	NC_000010.10
16707929	+	98592017	98740800	23	NM_001170765	chr10:98592017-98740800	NC_000010.10
16707944	+	98741041	98745585	27		chr10:98741041-98745585	NC_000010.10
16707949	+	98752207	98755716	22		chr10:98752207-98755716	NC_000010.10
16707951	+	98862513	98863504	21	NR_038330	chr10:98862513-98863504	NC_000010.10
16707955	+	99079022	99081672	21	NM_005479	chr10:99079022-99081672	NC_000010.10
16707961	+	99094321	99102960	24		chr10:99094321-99102960	NC_000010.10
16707965	+	99160872	99179327	26		chr10:99160872-99179327	NC_000010.10
16707970	+	99185917	99193198	13		chr10:99185917-99193198	NC_000010.10
16707983	+	99205927	99217127	30		chr10:99205927-99217127	NC_000010.10
16708002	+	99258625	99330966	20	NM_024954	chr10:99258625-99330966	NC_000010.10
16708007	+	99332198	99343641	27	NM_020349	chr10:99332198-99343641	NC_000010.10
16708020	+	99344080	99372559	20	NM_138413	chr10:99344080-99372559	NC_000010.10
16708034	+	99349450	99350691	22	NM_001009997	chr10:99349450-99350691	NC_000010.10
16708038	+	99400443	99436191	25	NM_018425	chr10:99400443-99436191	NC_000010.10
16708049	+	99472930	99484694	28	NM_031484	chr10:99472930-99484694	NC_000010.10
16708061	+	99496878	99520664	30		chr10:99496878-99520664	NC_000010.10
16708086	+	99582228	99601058	23		chr10:99582228-99601058	NC_000010.10
16708089	+	99609995	99631337	19		chr10:99609995-99631337	NC_000010.10
16708097	+	99894381	100004654	28	NM_001256619	chr10:99894381-100004654	NC_000010.10
16708111	+	100011780	100016332	17		chr10:100011780-100016332	NC_000010.10
16708114	+	100206119	100213562	19	XR_111107	chr10:100206119-100213562	NC_000010.10
16708119	+	100995869	100996402	19		chr10:100995869-100996402	NC_000010.10
16708122	+	101088856	101154087	36	NM_020348	chr10:101088856-101154087	NC_000010.10
16708146	+	101190948	101195542	17		chr10:101190948-101195542	NC_000010.10
16708151	+	101286705	101288223	21		chr10:101286705-101288223	NC_000010.10
16708154	+	101292690	101296281	25	NM_145285	chr10:101292690-101296281	NC_000010.10
16708159	+	101361537	101361637	10		chr10:101361537-101361637	NC_000010.10
16708161	+	101419263	101471002	20	NM_020354	chr10:101419263-101471002	NC_000010.10
16708177	+	101482675	101482867	23		chr10:101482675-101482867	NC_000010.10
16708179	+	101491958	101515894	27	NM_015960	chr10:101491958-101515894	NC_000010.10
16708192	+	101542463	101611949	29		chr10:101542463-101611949	NC_000010.10
16708229	+	101686767	101718755	27	NM_015221	chr10:101686767-101718755	NC_000010.10
16708236	+	101779351	101779456	9		chr10:101779351-101779456	NC_000010.10
16708241	+	101989424	101993757	23		chr10:101989424-101993757	NC_000010.10
16708247	+	102018328	102018434	10		chr10:102018328-102018434	NC_000010.10
16708249	+	102106772	102124591	22	NM_005063	chr10:102106772-102124591	NC_000010.10
16708260	+	102133333	102154988	12		chr10:102133333-102154988	NC_000010.10
16708269	+	102222798	102243501	19		chr10:102222798-102243501	NC_000010.10
16708278	+	102288829	102313681	21		chr10:102288829-102313681	NC_000010.10
16708293	+	102495360	102589698	21	NM_003987	chr10:102495360-102589698	NC_000010.10
16708312	+	102672326	102724893	33		chr10:102672326-102724893	NC_000010.10
16708340	+	102729275	102745628	21		chr10:102729275-102745628	NC_000010.10
16708368	+	102734742	102734841	23	NR_030339	chr10:102734742-102734841	NC_000010.10
16708370	+	102747124	102754158	30	NM_021830	chr10:102747124-102754158	NC_000010.10
16708383	+	102756375	102767593	24		chr10:102756375-102767593	NC_000010.10
16708402	+	102790991	102800998	19	NM_030971	chr10:102790991-102800998	NC_000010.10
16708419	+	102820999	102827888	20	NM_030929	chr10:102820999-102827888	NC_000010.10
16708433	+	102889257	102897546	23	NM_005521	chr10:102889257-102897546	NC_000010.10
16708442	+	102941447	102953904	26		chr10:102941447-102953904	NC_000010.10
16708449	+	102989351	103029905	26	NR_029380	chr10:102989351-103029905	NC_000010.10
16708461	+	103044290	103045131	22		chr10:103044290-103045131	NC_000010.10
16708463	+	103067286	103067475	10		chr10:103067286-103067475	NC_000010.10
16708465	+	103070775	103071262	21		chr10:103070775-103071262	NC_000010.10
16708468	+	103113820	103317078	31	NM_033637	chr10:103113820-103317078	NC_000010.10
16708489	+	103330317	103369425	29	NM_015448	chr10:103330317-103369425	NC_000010.10
16708511	+	103361174	103361254	8	NR_036114	chr10:103361174-103361254	NC_000010.10
16708513	+	103382616	103382722	12		chr10:103382616-103382722	NC_000010.10
16708515	+	103570752	103571371	9		chr10:103570752-103571371	NC_000010.10
16708518	+	103578825	103588646	24	NM_173193	chr10:103578825-103588646	NC_000010.10
16708522	+	103596053	103599032	21		chr10:103596053-103599032	NC_000010.10
16708525	+	103825124	103827795	22	NM_024747	chr10:103825124-103827795	NC_000010.10
16708528	+	103862019	103862089	10		chr10:103862019-103862089	NC_000010.10
16708530	+	103880410	103881139	18		chr10:103880410-103881139	NC_000010.10
16708533	+	103892787	103910090	28		chr10:103892787-103910090	NC_000010.10
16708552	+	103911933	103923627	27	NM_004741	chr10:103911933-103923627	NC_000010.10
16708570	+	103973720	104016874	8		chr10:103973720-104016874	NC_000010.10
16708572	+	103986085	103989346	24	NM_152310	chr10:103986085-103989346	NC_000010.10
16708579	+	104005255	104142656	34	NM_004193	chr10:104005255-104142656	NC_000010.10
16708623	+	104154229	104162281	22	NM_001077494	chr10:104154229-104162281	NC_000010.10
16708653	+	104178946	104182893	31	NM_024326	chr10:104178946-104182893	NC_000010.10
16708666	+	104196269	104196341	22	NR_030169	chr10:104196269-104196341	NC_000010.10
16708668	+	104209574	104216051	18	NR_038937	chr10:104209574-104216051	NC_000010.10
16708674	+	104221149	104239484	39	NM_024789	chr10:104221149-104239484	NC_000010.10
16708699	+	104263719	104393292	31	NM_016169	chr10:104263719-104393292	NC_000010.10
16708719	+	104404252	104418164	23	NM_030912	chr10:104404252-104418164	NC_000010.10
16708728	+	104474297	104498951	24	NM_178858	chr10:104474297-104498951	NC_000010.10
16708744	+	104503727	104576021	22	NM_017787	chr10:104503727-104576021	NC_000010.10
16708752	+	104563686	104563788	20		chr10:104563686-104563788	NC_000010.10
16708754	+	104591367	104594273	22		chr10:104591367-104594273	NC_000010.10
16708757	+	104613967	104661656	35	NR_037644	chr10:104613967-104661656	NC_000010.10
16708778	+	104628178	104628276	9		chr10:104628178-104628276	NC_000010.10
16708780	+	104678071	104838344	29	NM_017649	chr10:104678071-104838344	NC_000010.10
16708794	+	105005644	105007773	17	NM_001143909	chr10:105005644-105007773	NC_000010.10
16708796	+	105036920	105050108	20		chr10:105036920-105050108	NC_000010.10
16708802	+	105127724	105148822	30		chr10:105127724-105148822	NC_000010.10
16708815	+	105156405	105206049	35	NM_014976	chr10:105156405-105206049	NC_000010.10
16708859	+	105212603	105222452	22	XR_110451	chr10:105212603-105222452	NC_000010.10
16708862	+	105253735	105352309	26	NM_004210	chr10:105253735-105352309	NC_000010.10
16708875	+	105308832	105310721	20		chr10:105308832-105310721	NC_000010.10
16708878	+	105432916	105433023	15		chr10:105432916-105433023	NC_000010.10
16708880	+	105506537	105515167	18	NR_038940	chr10:105506537-105515167	NC_000010.10
16708884	+	105682668	105683570	21		chr10:105682668-105683570	NC_000010.10
16708887	+	105726959	105788991	36	NM_014720	chr10:105726959-105788991	NC_000010.10
16708910	+	105881816	105886143	26	NM_145247	chr10:105881816-105886143	NC_000010.10
16708919	+	105995114	106027222	17	NM_004832	chr10:105995114-106027222	NC_000010.10
16708933	+	106028631	106059616	24	NM_183239	chr10:106028631-106059616	NC_000010.10
16708952	+	106083122	106086762	16	XR_111119	chr10:106083122-106086762	NC_000010.10
16708956	+	106113522	106214848	31	NM_001008723	chr10:106113522-106214848	NC_000010.10
16708979	+	106159563	106159661	12		chr10:106159563-106159661	NC_000010.10
16708981	+	106326751	106345352	17		chr10:106326751-106345352	NC_000010.10
16708984	+	106355799	106357399	23		chr10:106355799-106357399	NC_000010.10
16708987	+	106375860	106376731	25		chr10:106375860-106376731	NC_000010.10
16708990	+	106400859	107024993	26	NM_014978	chr10:106400859-107024993	NC_000010.10
16709022	+	107294417	107294523	10		chr10:107294417-107294523	NC_000010.10
16709024	+	107771233	107773729	12		chr10:107771233-107773729	NC_000010.10
16709027	+	107899924	107959138	16		chr10:107899924-107959138	NC_000010.10
16709037	+	108045009	108083285	22		chr10:108045009-108083285	NC_000010.10
16709043	+	108729779	108729908	12		chr10:108729779-108729908	NC_000010.10
16709045	+	109136308	109160994	23		chr10:109136308-109160994	NC_000010.10
16709050	+	109221318	109221427	8		chr10:109221318-109221427	NC_000010.10
16709052	+	110469961	110600418	25		chr10:110469961-110600418	NC_000010.10
16709060	+	110731194	110759905	18		chr10:110731194-110759905	NC_000010.10
16709065	+	110759920	110778745	19		chr10:110759920-110778745	NC_000010.10
16709068	+	110999397	110999504	12		chr10:110999397-110999504	NC_000010.10
16709070	+	111629616	111629750	14		chr10:111629616-111629750	NC_000010.10
16709072	+	111756126	111895323	28	NM_016824	chr10:111756126-111895323	NC_000010.10
16709108	+	111967363	112047123	24	NM_005962	chr10:111967363-112047123	NC_000010.10
16709126	+	112193999	112194143	8		chr10:112193999-112194143	NC_000010.10
16709128	+	112257596	112271302	17	NM_004419	chr10:112257596-112271302	NC_000010.10
16709136	+	112305413	112307703	22		chr10:112305413-112307703	NC_000010.10
16709140	+	112327449	112364394	22	NM_005445	chr10:112327449-112364394	NC_000010.10
16709172	+	112336118	112336219	9		chr10:112336118-112336219	NC_000010.10
16709174	+	112404155	112599227	31	NM_001134363	chr10:112404155-112599227	NC_000010.10
16709194	+	112516214	112516481	18		chr10:112516214-112516481	NC_000010.10
16709196	+	112520900	112521000	9		chr10:112520900-112521000	NC_000010.10
16709198	+	112629501	112631352	19	NR_026932	chr10:112629501-112631352	NC_000010.10
16709201	+	112631553	112659764	33	NM_145341	chr10:112631553-112659764	NC_000010.10
16709223	+	112679301	112773425	23	NM_007373	chr10:112679301-112773425	NC_000010.10
16709237	+	112748684	112748771	10	NR_031614	chr10:112748684-112748771	NC_000010.10
16709239	+	112776578	112779659	18		chr10:112776578-112779659	NC_000010.10
16709242	+	112779678	112782449	20		chr10:112779678-112782449	NC_000010.10
16709245	+	112836790	112840665	19	NM_000681	chr10:112836790-112840665	NC_000010.10
16709249	+	112874075	112877848	21		chr10:112874075-112877848	NC_000010.10
16709252	+	113201149	113236372	12		chr10:113201149-113236372	NC_000010.10
16709255	+	114043493	114064793	29	NM_058222	chr10:114043493-114064793	NC_000010.10
16709268	+	114133776	114188138	22	NM_016234	chr10:114133776-114188138	NC_000010.10
16709298	+	114206756	114578503	28	NM_145206	chr10:114206756-114578503	NC_000010.10
16709317	+	114393929	114394013	19	NR_036177	chr10:114393929-114394013	NC_000010.10
16709319	+	114447364	114511234	18		chr10:114447364-114511234	NC_000010.10
16709322	+	114578564	114590547	19		chr10:114578564-114590547	NC_000010.10
16709324	+	114610673	114615127	20		chr10:114610673-114615127	NC_000010.10
16709327	+	114648492	114704954	22		chr10:114648492-114704954	NC_000010.10
16709333	+	114710009	114927437	36		chr10:114710009-114927437	NC_000010.10
16709358	+	114843553	114846535	21		chr10:114843553-114846535	NC_000010.10
16709361	+	115113184	115113243	4		chr10:115113184-115113243	NC_000010.10
16709363	+	115282517	115291897	26		chr10:115282517-115291897	NC_000010.10
16709367	+	115310590	115349361	31	NM_004132	chr10:115310590-115349361	NC_000010.10
16709386	+	115438935	115491049	29		chr10:115438935-115491049	NC_000010.10
16709405	+	115511213	115543188	34		chr10:115511213-115543188	NC_000010.10
16709427	+	115580218	115580349	17		chr10:115580218-115580349	NC_000010.10
16709429	+	115614391	115676953	27	NM_198514	chr10:115614391-115676953	NC_000010.10
16709446	+	115767944	115777979	26		chr10:115767944-115777979	NC_000010.10
16709449	+	115787548	115802439	22		chr10:115787548-115802439	NC_000010.10
16709453	+	115803806	115806667	20	NM_000684	chr10:115803806-115806667	NC_000010.10
16709456	+	115871173	115871276	19		chr10:115871173-115871276	NC_000010.10
16709458	+	115939029	115992063	22	NM_198795	chr10:115939029-115992063	NC_000010.10
16709489	+	115999018	116051272	20	NM_198496	chr10:115999018-116051272	NC_000010.10
16709506	+	116416269	116416353	8		chr10:116416269-116416353	NC_000010.10
16709508	+	116524547	116539662	21		chr10:116524547-116539662	NC_000010.10
16709512	+	116581503	116659591	38		chr10:116581503-116659591	NC_000010.10
16709537	+	116697952	116737439	25	NM_139169	chr10:116697952-116737439	NC_000010.10
16709549	+	116754416	116756352	21		chr10:116754416-116756352	NC_000010.10
16709553	+	116853124	117708503	31	NM_207303	chr10:116853124-117708503	NC_000010.10
16709594	+	118036310	118040487	20		chr10:118036310-118040487	NC_000010.10
16709597	+	118083940	118139541	23	NM_198515	chr10:118083940-118139541	NC_000010.10
16709610	+	118187379	118237469	25	NM_001011709	chr10:118187379-118237469	NC_000010.10
16709627	+	118297695	118297788	10		chr10:118297695-118297788	NC_000010.10
16709629	+	118305428	118327367	25	NM_000936	chr10:118305428-118327367	NC_000010.10
16709645	+	118349897	118368687	20	NM_006229	chr10:118349897-118368687	NC_000010.10
16709673	+	118380465	118404654	23	NM_005396	chr10:118380465-118404654	NC_000010.10
16709686	+	118429614	118432250	23	NM_025015	chr10:118429614-118432250	NC_000010.10
16709690	+	118609023	118671297	29	NM_001242699	chr10:118609023-118671297	NC_000010.10
16709709	+	118957000	118969810	18		chr10:118957000-118969810	NC_000010.10
16709713	+	119000584	119038941	25		chr10:119000584-119038941	NC_000010.10
16709732	+	119117867	119117967	8		chr10:119117867-119117967	NC_000010.10
16709734	+	119184705	119250420	24		chr10:119184705-119250420	NC_000010.10
16709739	+	119301955	119309441	26	NM_004098	chr10:119301955-119309441	NC_000010.10
16709747	+	119494367	119512834	26		chr10:119494367-119512834	NC_000010.10
16709754	+	119776998	119805321	24		chr10:119776998-119805321	NC_000010.10
16709760	+	119805790	119969665	24	NR_026939	chr10:119805790-119969665	NC_000010.10
16709770	+	120001007	120027222	21		chr10:120001007-120027222	NC_000010.10
16709781	+	120058544	120060036	24		chr10:120058544-120060036	NC_000010.10
16709783	+	120116620	120124615	20		chr10:120116620-120124615	NC_000010.10
16709790	+	120354318	120355159	23	NM_004248	chr10:120354318-120355159	NC_000010.10
16709793	+	120765302	120765411	9		chr10:120765302-120765411	NC_000010.10
16709795	+	120789228	120793854	19	NM_199461	chr10:120789228-120793854	NC_000010.10
16709799	+	120863598	120897496	9		chr10:120863598-120897496	NC_000010.10
16709822	+	120967101	121215131	23	NM_005308	chr10:120967101-121215131	NC_000010.10
16709851	+	121137484	121137555	10	NR_039829	chr10:121137484-121137555	NC_000010.10
16709853	+	121331316	121334113	19	NM_003252	chr10:121331316-121334113	NC_000010.10
16709856	+	121410882	121437331	25	NM_004281	chr10:121410882-121437331	NC_000010.10
